permit_,permit_type,reported_cost,issue_date,street_number,street_direction,street_name,contact_1_city,contact_1_state,work_description,contact_1_zipcode,community_area,ward,address,zip_code
100088928,PERMIT - SIGNS,0,2006-01-10T00:00:00.000,2300,W,TOUHY AVE,,,"2300 W TOUGHY AVE CHICAGO, IL",,,,"2300 W TOUHY AVE, CHICAGO, IL",
100088930,PERMIT - SIGNS,0,2006-01-10T00:00:00.000,6007,N,SAUGANASH AVE,,,386444,,,,"6007 N SAUGANASH AVE, CHICAGO, IL",
100089002,PERMIT - EASY PERMIT PROCESS,10000,2006-01-10T00:00:00.000,3762,W,78TH PL,CHICAGO,IL,"REPAIR / REPLACE TILES, KITCHEN CABINETS, NEW WINDOWS, REMOVE / REPLACE SEVEN PLUMBING FIXTURES, NEW FLOORING. ALL WORK SAME AS EXISTING. NO ELECTRICAL WORK.",,,,"3762 W 78TH PL, CHICAGO, IL",
100089010,PERMIT - SIGNS,0,2006-01-10T00:00:00.000,3246,W,LAWRENCE AVE,,,"3246 W LAWRENCE CHICAGO, IL",,,,"3246 W LAWRENCE AVE, CHICAGO, IL",
100089024,PERMIT - SIGNS,0,2006-01-18T00:00:00.000,1553,N,MILWAUKEE AVE,,,FRONT OF BUILDING  386413,,,,"1553 N MILWAUKEE AVE, CHICAGO, IL",
100089028,PERMIT - SIGNS,0,2006-01-10T00:00:00.000,5845,W,IRVING PARK RD,,,FRONT OF THE STORE 386466,,,,"5845 W IRVING PARK RD, CHICAGO, IL",
100089118,PERMIT - NEW CONSTRUCTION,4000000,2006-01-11T00:00:00.000,2233,W,DIVISION ST,CHICAGO,IL,ERECT NEW ONE STORY EMERGENCY ROOM ADDITON WITH PARTIAL BASEMENT TO EXISITING HOSPITAL. THIS PERMIT IS CONDITIONAL ON DRIVEWAY PERMIT,,,,"2233 W DIVISION ST, CHICAGO, IL",
100089171,PERMIT - SIGNS,0,2006-01-18T00:00:00.000,687,N,MILWAUKEE AVE,,,AWNING - #386419,,,,"687 N MILWAUKEE AVE, CHICAGO, IL",
100089186,PERMIT - EASY PERMIT PROCESS,15000,2006-01-11T00:00:00.000,1523,W,18TH ST,CHICAGO,IL,"REMOVE / REPLACE 5/8"" DRYWALL, REPIPE AND REWIRE ELECTRICAL AS NEEDED, REPAIR / REPLACE PLUMBING FIXTURES FOR ALL THREE UNITS. ALL WORK SUBJECT TO FIELD INSPECTION.",,,,"1523 W 18TH ST, CHICAGO, IL",
100089204,PERMIT - EASY PERMIT PROCESS,9000,2006-01-11T00:00:00.000,9513,S,WINSTON AVE,CHICAGO,IL,"REMOVE / REPLACE EXISTING 5/8"" DRYWALL, NEW DOORS, WINDOWS, CERAMIC TILES. NO ELECTRICAL WORK. ALL WORK SAME AS EXISTING.",,,,"9513 S WINSTON AVE, CHICAGO, IL",
100089207,PERMIT - EASY PERMIT PROCESS,18000,2006-01-11T00:00:00.000,6724,S,CHAPPEL AVE,CHICAGO,IL,"REMOVE / REPLACE 5/8"", 1/2"" DRYWALL, NEW DOORS, FLOORS, TRIMWORK AS NEEDED. ALL WORK SAME AS EXISTING.",,,,"6724 S CHAPPEL AVE, CHICAGO, IL",
100089234,PERMIT - SIGNS,0,2006-01-11T00:00:00.000,425,E,MCFETRIDGE DR,,,INSIDE STATIUM - CEILING MOUNT - 386421,,,,"425 E MCFETRIDGE DR, CHICAGO, IL",
100089252,PERMIT - SIGNS,0,2006-01-11T00:00:00.000,5066,N,LINCOLN AVE,,,FRONT OF BUILDING - #386422,,,,"5066 N LINCOLN AVE, CHICAGO, IL",
100089304,PERMIT - SIGNS,0,2006-01-11T00:00:00.000,3444,N,HALSTED ST,,,AWNING 386437,,,,"3444 N HALSTED ST, CHICAGO, IL",
100089397,PERMIT - EASY PERMIT PROCESS,1390,2006-01-12T00:00:00.000,4250,W,63RD ST,CHICAGO,IL,"ERECT AC SIX FOOT HIGH BY FOUR FOOT WIDE TRASH ENCLOSURE, APROX. TWELVE FEET LONG.",,,,"4250 W 63RD ST, CHICAGO, IL",
100089437,PERMIT - SIGNS,0,2006-01-12T00:00:00.000,5052,W,DIVISION ST,,,IN FRONT STORE  386438,,,,"5052 W DIVISION ST, CHICAGO, IL",
100089451,PERMIT - EASY PERMIT PROCESS,10,2006-01-12T00:00:00.000,8256,S,HALSTED ST,CHICAGO,IL,"REVISION TO PERMIT #1000738426 TO CHANGE THE DESCRIPTION OF WORK:NO DRIVIT, REPAIR FLAKING BRICKS AS NEEDED.",,,,"8256 S HALSTED ST, CHICAGO, IL",
100089465,PERMIT - SIGNS,0,2006-01-12T00:00:00.000,2506,N,LARAMIE AVE,,,FRONT OF BUILDING  386426,,,,"2506 N LARAMIE AVE, CHICAGO, IL",
100089471,PERMIT - WRECKING/DEMOLITION,185000,2006-04-28T00:00:00.000,660,N,STATE ST,CHGO,IL,"WRECK AND REMOVE A FIVE AND FOUR STORY BRICK BUILDING, FORMER DANA HOTEL.",,,,"660 N STATE ST, CHICAGO, IL",
100089476,PERMIT - WRECKING/DEMOLITION,250000,2006-01-26T00:00:00.000,2340,N,RACINE AVE,CHGO,IL,WRECK AND REMOVE A TWO STORY COMMERCIAL BUILDING.,,,,"2340 N RACINE AVE, CHICAGO, IL",
100089477,PERMIT - WRECKING/DEMOLITION,185000,2006-01-26T00:00:00.000,2306,N,JANSSEN AVE,CHGO,IL,WRECK AND REMOVE A TWO STORY RESIDENTIAL BUILDING AND COACH HOUSE AT REAR.,,,,"2306 N JANSSEN AVE, CHICAGO, IL",
100089524,PERMIT - EASY PERMIT PROCESS,3000,2006-01-12T00:00:00.000,3600,W,DOUGLAS BLVD,CHICAGO,IL,"REPAIR / REPLACE 5/8"" DRYWALL FOR SECOND AND THIRD FLOORS AS NEEDED ONLY, REPLACE WINDOWS AND DOORS. NO ELECTRICAL WORK. ALL WORK SAME AS EXISTING.",,,,"3600 W DOUGLAS BLVD, CHICAGO, IL",
100089643,PERMIT - NEW CONSTRUCTION,400000,2006-01-27T00:00:00.000,3616,N,WAYNE AVE,,,ERECT NEW 3 STORY SINGLE FAMILY MASONRY RESIDENCE W/ GARAGE AS PER PLANS. CONDITIONAL PERMIT PENDING FIELD VERIFICATION.,,,,"3616 N WAYNE AVE, CHICAGO, IL",
100090103,PERMIT - SIGNS,0,2006-01-18T00:00:00.000,1553,N,MILWAUKEE AVE,,,386114,,,,"1553 N MILWAUKEE AVE, CHICAGO, IL",
100089884,PERMIT - EASY PERMIT PROCESS,7000,2006-01-13T00:00:00.000,4901,N,MASON AVE,CHICAGO,IL,"REMOVE / REPLACE 5/8"" DRYWALL, NEW TILE FLOORS IN BASEMENT. ALL WORK SAME AS EXISTING. NO ELECTRICAL.",,,,"4901 N MASON AVE, CHICAGO, IL",
100089887,PERMIT - EASY PERMIT PROCESS,8000,2006-01-13T00:00:00.000,10658,S,WENTWORTH AVE,CHICAGO,IL,"REPAIR / REPLACE DRYWALL AS NEEDED, NEW DOORS, FLOORS, WINDOWS, PLUMBING FIXTURES. ALL WORK SAME AS EXISTING AND SUBJECT TO FIELD INSPECTION. NO ELECTRICAL WORK.",,,,"10658 S WENTWORTH AVE, CHICAGO, IL",
100089890,PERMIT - EASY PERMIT PROCESS,3000,2006-01-13T00:00:00.000,6102,S,GREEN ST,CHICAGO,IL,REMOVE / REPLACE TWO EXISTING FURNACES TO EXISTING DUCT SYSTEMS. ALL WORK SUBJECT TO FIELD INSPECTION.,,,,"6102 S GREEN ST, CHICAGO, IL",
100089987,PERMIT - RENOVATION/ALTERATION,300000,2006-01-16T00:00:00.000,2233,W,DIVISION ST,CHICAGO,IL,"INTERIOR REMODELING ON THE 5TH FLOOR, PATIENT UNITS OF AN EXISITING HOSPITAL BUILDING.",,,,"2233 W DIVISION ST, CHICAGO, IL",
100089988,PERMIT - RENOVATION/ALTERATION,350000,2006-01-16T00:00:00.000,2233,W,DIVISION ST,CHICAGO,IL,"INTERIOR REMODELING ON THE 6TH FLOOR, PATIENT UNITS OF AN EXISITING HOSPITAL BUILDING.",,,,"2233 W DIVISION ST, CHICAGO, IL",
100090171,PERMIT - EASY PERMIT PROCESS,1600,2006-01-17T00:00:00.000,4527,S,ASHLAND AVE,CHICAGO,IL,"INSTALL TWO DOORS, ONE INTERIOR, ONE EXTERIOR, CLASS 'B' FIRE RATED. ALL WORK SAME AS EXISTING.",,,,"4527 S ASHLAND AVE, CHICAGO, IL",
100090190,PERMIT - EASY PERMIT PROCESS,3000,2006-01-17T00:00:00.000,11353,S,NORMAL AVE,CHICAGO,IL,"REPAIR / REPLACE 5/8"" DRYWALL, NEW WINDOWS, DOORS, CABINETS AND TILE.",,,,"11353 S NORMAL AVE, CHICAGO, IL",
100090414,PERMIT - EASY PERMIT PROCESS,6000,2006-01-18T00:00:00.000,3454,W,NORTH AVE,CHICAGO,IL,"REMOVE / REPLACE 5/8"" DRYWALL, WINDOWS, ONE PLUMBING FIXTURE,  & ELECTRICAL REPAIRS AS NEEDED.",,,,"3454 W NORTH AVE, CHICAGO, IL",
100090472,PERMIT - EASY PERMIT PROCESS,2000,2006-01-18T00:00:00.000,1944,S,HAMLIN AVE,CHICAGO,IL,"PATCH AND REPAIR 5/8"" DRYWALL. ALL WORK SAME AS EXISTING. NO ELECTRICAL WORK.",,,,"1944 S HAMLIN AVE, CHICAGO, IL",
100090476,PERMIT - EASY PERMIT PROCESS,2000,2006-01-18T00:00:00.000,7304,S,PEORIA ST,CHICAGO,IL,"PATCH AND REPAIR 5/8"" DRYWALL. ALL WORK SAME AS EXISTING. NO ELECTRICAL WORK.",,,,"7304 S PEORIA ST, CHICAGO, IL",
100090500,PERMIT - EASY PERMIT PROCESS,1500,2006-01-18T00:00:00.000,3846,W,FLOURNOY ST,CHICAGO,IL,"PATCH AND REPAIR 5/8"" DRYWALL AS NEEDED. ALL WORK SAME AS EXISTING. NO ELECTRICAL.",,,,"3846 W FLOURNOY ST, CHICAGO, IL",
100090598,PERMIT - RENOVATION/ALTERATION,30000,2006-01-18T00:00:00.000,2233,W,DIVISION ST,CHICAGO,IL,RELOCATION OF EXISTING BULK OXYGEN FARM TANKS WITH NEW WROUGHT FENCING ADJACENT TO ONE STORY EMERGENCY ROOM ADDITON,,,,"2233 W DIVISION ST, CHICAGO, IL",
100090622,PERMIT - EASY PERMIT PROCESS,2200,2006-01-18T00:00:00.000,4528,S,FAIRFIELD AVE,CHICAGO,IL,"PATCH AND REPAIR 5/8"" DRYWALL AS NEEDED. NO ELECTRICAL. ALL WORK SAME AS EXISTING.",,,,"4528 S FAIRFIELD AVE, CHICAGO, IL",
100090816,PERMIT - EASY PERMIT PROCESS,8500,2006-01-23T00:00:00.000,1853,S,SPRINGFIELD AVE,CHICAGO,IL,"PATCH AND REPAIR 5/8"" DRYWALL, REPAIR / REPLACE HARDWOOD FLOORS, DOORS, WINDOWS, KITCHEN CABINETS, NEW BASEBOARDS. ALL WORK SAME AS EXISTING.",,,,"1853 S SPRINGFIELD AVE, CHICAGO, IL",
100090831,PERMIT - EASY PERMIT PROCESS,500,2006-02-06T00:00:00.000,3343,W,MONROE ST,IL,60649,ERECT 6.0' FT CHAIN-LINK FENCE (NO BARB WIRE) (75.0' LN FT) AT REAR OF LOT & REPAIR PORCH PER BUILDING VIOLATIONS ONLY,,,,"3343 W MONROE ST, CHICAGO, IL",
100090840,PERMIT - EASY PERMIT PROCESS,10000,2006-01-19T00:00:00.000,3820,W,DIVERSEY AVE,CHICAGO,IL,"PATCH / REPAIR 5/8"" DRYWALL, REPLACE WINDOWS, THREE PLUMBING FIXTURES. ALL WORK SAME AS EXISTING.",,,,"3820 W DIVERSEY AVE, CHICAGO, IL",
100090863,PERMIT - EASY PERMIT PROCESS,0,2006-01-19T00:00:00.000,7329,S,CLAREMONT AVE,CHICAGO,ILL,REPLACE 9 PLUMBING FIXTURES AND 1 HOT WATER HEATER IN SAME LOCATION.,,,,"7329 S CLAREMONT AVE, CHICAGO, IL",
100090944,PERMIT - EASY PERMIT PROCESS,600,2006-01-19T00:00:00.000,1421,W,95TH ST,CHICAGO,IL,REMOVE / REPLACE WINDOW GLASS AND TRIM. ALL WORK SAME,,,,"1421 W 95TH ST, CHICAGO, IL",
100090988,PERMIT - RENOVATION/ALTERATION,40000,2006-02-24T00:00:00.000,7433,N,CLAREMONT AVE,CHICAGO,IL,"NEW FURNACE INSTALLATION & ASSOCIATED ELECTRICAL WORK, 1, 2 & 3 FLOORS, FOR EXISTING 4 DWELLING UNIT BUILDING.",,,,"7433 N CLAREMONT AVE, CHICAGO, IL",
100091006,PERMIT - RENOVATION/ALTERATION,7500000,2006-01-20T00:00:00.000,3205,W,CARMEN AVE,CHICAGO,IL,REVISION TO PERMIT #100074387 FOR MECHANICAL SYSTEM,,,,"3205 W CARMEN AVE, CHICAGO, IL",
100091121,PERMIT - EASY PERMIT PROCESS,7000,2006-01-20T00:00:00.000,1843,W,21ST ST,CHICAGO,IL,REMOVE / REPLACE ENTRY DOORS AND NEW WINDOWS. ALL WORK SAME AS EXISTING.,,,,"1843 W 21ST ST, CHICAGO, IL",
100091195,PERMIT - EASY PERMIT PROCESS,2000,2006-01-20T00:00:00.000,6347,S,KEDZIE AVE,CHICAGO,IL,REPAIR / REPLACE BRICKS AND TUCKPOINTING REPAIRS. ALL WORK SAME AS EXISTING. ALL WORK SUBJECT TO FIELD INSPECTION.,,,,"6347 S KEDZIE AVE, CHICAGO, IL",
100091379,PERMIT - EASY PERMIT PROCESS,28000,2006-01-24T00:00:00.000,300,N,STATE ST,NORTHBROOK,IL,REMOVE / REPLACE TWO AIR HANDLERS TO EXISTING DUCT SYSTEMS. ALL WORK SUBJECT TO FIELD INSPECTION.,,,,"300 N STATE ST, CHICAGO, IL",
100091387,PERMIT - EASY PERMIT PROCESS,28000,2006-01-23T00:00:00.000,333,N,STATE ST,NORTHBROOK,IL,REMOVE / REPLACE TWO AIR HANDLERS TO EXISTING DUCT SYSTEMS. ALL WORK SUBJECT TO FIELD INSPECTION.,,,,"333 N STATE ST, CHICAGO, IL",
100091406,PERMIT - EASY PERMIT PROCESS,10,2006-01-24T00:00:00.000,1336,N,OAKLEY BLVD,CHICAGO,IL,"REMOVE / REPLACE 5/8"" DRYWALL WERE NEEDED, REPLACE BX WITH CONDUIT. INSTALL FOUR - 15 AMP. CIRCUITS.",,,,"1336 N OAKLEY BLVD, CHICAGO, IL",
100091493,PERMIT - EASY PERMIT PROCESS,2000,2006-02-07T00:00:00.000,2748,N,KILPATRICK AVE,CHICAGO,IL,"REMOVE / REPLACE WINDOWS, DRYWALL, AS NEEDED. BRICK REPLACEMENT, LESS THAN 250 AND TUCKPOINTING REPAIRS.",,,,"2748 N KILPATRICK AVE, CHICAGO, IL",
100091526,PERMIT - RENOVATION/ALTERATION,480000,2006-04-27T00:00:00.000,1242,N,LAKE SHORE DR,CHICAGO,IL,INTERIOR ALTERATIONS TO EXISTING 27TH AND 28TH FLOORS PENTHOUSE AS PER PLANS,,,,"1242 N LAKE SHORE DR, CHICAGO, IL",
100091653,PERMIT - EASY PERMIT PROCESS,28000,2006-01-24T00:00:00.000,1335,W,80TH ST,CHICAGO,IL,REMOVE / REPLACE EIGHT FURNACES TO EXISTING DUCT SYSTEMS. ALL WORK SUBJECT TO FIELD INSPECTION.,,,,"1335 W 80TH ST, CHICAGO, IL",
100091743,PERMIT - EASY PERMIT PROCESS,1000,2006-01-27T00:00:00.000,6916,N,CLARK ST,,,"REPAIR EXISTING ROOFING, COPING AND PARAPIT WALL, AND REPAIR MOTAR.  ALL WORK SAME AS EXISTING.",,,,"6916 N CLARK ST, CHICAGO, IL",
100091892,PERMIT - EASY PERMIT PROCESS,16000,2006-01-25T00:00:00.000,2600,N,LECLAIRE AVE,ELMWOOD PARK,IL,"REMOVE / REPLACE 1/2"", 5/8"" DRYWALL, CERAMIC TILES, AND DOORS. NO ELECTRICAL WORK. ALL WORK SAME AS EXISISTING.",,,,"2600 N LECLAIRE AVE, CHICAGO, IL",
100091920,PERMIT - EASY PERMIT PROCESS,3500,2006-01-25T00:00:00.000,1617,W,NORTH SHORE AVE,CHICAGO,IL,"REMOVE / REPLACE DRYWALL AS NEEDED,REPLACE WINDOWS, REPAIR RUBBER ROOF. ALL WORK SAME AS EXISTING. NO ELECTRICAL, NO PLUMBING.",,,,"1617 W NORTH SHORE AVE, CHICAGO, IL",
100091991,PERMIT - EASY PERMIT PROCESS,9000,2006-01-27T00:00:00.000,4949,W,CARMEN AVE,CHICAGO,IL,"ERECT A FRAME GARAGE, 25' X 24', WITH TWO - ONE SQ. FOOT ROOF VENTS AND SIDE DRIVE.",,,,"4949 W CARMEN AVE, CHICAGO, IL",
100092090,PERMIT - WRECKING/DEMOLITION,12500,2006-05-11T00:00:00.000,5435,W,GIDDINGS ST,CHGO,IL,WRECK\REMOVE A 1 STORY BRICK,,,,"5435 W GIDDINGS ST, CHICAGO, IL",
100092097,PERMIT - WRECKING/DEMOLITION,20000,2006-02-21T00:00:00.000,5307,W,LELAND AVE,CHGO,IL,WRECK AND REMOVE A 2 STORY UNIT FRAME BUILDING,,,,"5307 W LELAND AVE, CHICAGO, IL",
100092132,PERMIT - EASY PERMIT PROCESS,10,2006-01-26T00:00:00.000,5352,S,SHIELDS AVE,CHICAGO,IL,REVISION TO PERMIT #100035957 TO CHANGE ADDRESS FROM 5350 TO 5352 S. SHIELDS.,,,,"5352 S SHIELDS AVE, CHICAGO, IL",
100092160,PERMIT - EASY PERMIT PROCESS,7000,2006-01-26T00:00:00.000,5622,S,LOOMIS BLVD,,,"PATCH AND REPAIR WALLS WITH 5/8"" DRYWALL AS NEEDED, REPLACE WINDOWS AND DOORS. INSTALL NEW FLOORING AND CEILING TILES. ALL WORK SAME AS EXISTING.",,,,"5622 S LOOMIS BLVD, CHICAGO, IL",
100092203,PERMIT - EASY PERMIT PROCESS,10,2006-01-26T00:00:00.000,300,N,STATE ST,CHICAGO,IL,REVISION TO PERMIT #100091387 TO CHANGE ADDRESS FROM 333 N. STATE TO 300 N. STATE.,,,,"300 N STATE ST, CHICAGO, IL",
100092218,PERMIT - EASY PERMIT PROCESS,9000,2006-01-26T00:00:00.000,4519,W,OGDEN AVE,CHICAGO,IL,"ERECT A SEVEN FOOT HIGH WROUGHT IRON FENCE, APROX.",,,,"4519 W OGDEN AVE, CHICAGO, IL",
100092289,PERMIT - EASY PERMIT PROCESS,500,2006-01-26T00:00:00.000,4421,W,WEST END AVE,CHICAGO,IL,"DRYWALL REPAIRS, REMOVE / REPLACE AS NEEDED FOR SECOND FLOOR ONLY. NO ELECTRICAL, NO PLUMBING.",,,,"4421 W WEST END AVE, CHICAGO, IL",
100092305,PERMIT - EASY PERMIT PROCESS,4800,2006-01-26T00:00:00.000,6333,N,MILWAUKEE AVE,CHICAGO,ILL,REPLACE PLUMBING FIXTURES,,,,"6333 N MILWAUKEE AVE, CHICAGO, IL",
100092339,PERMIT - EASY PERMIT PROCESS,111023,2006-01-26T00:00:00.000,2875,W,19TH ST,CHICAGO,IL,"REMOVE / REPLACE DAMAGED PLASTER AND DRYWALL AS NEEDED,NEW FLOORING IN ROOMS AND OFF THE CORRIDOR.",,,,"2875 W 19TH ST, CHICAGO, IL",
100092437,PERMIT - EASY PERMIT PROCESS,6800,2006-01-27T00:00:00.000,6816,S,WABASH AVE,CHICAGO,IL,"REMOVE / REPLACE WINDOWS, DOORS, CERAMIC TILES, KITCHEN CABINETS, DRYWALL REPAIRS, UPGRADE ELECTRIC SERVICE TO 200 AMP., ELECTRIC REPAIRS AS NEEDED. NO PLUMBING. ALL WORK SAME AS EXISTIN.",,,,"6816 S WABASH AVE, CHICAGO, IL",
100092451,PERMIT - EASY PERMIT PROCESS,6000,2006-01-27T00:00:00.000,10,E,ONTARIO ST,CHICAGO,IL,"REMOVE / REPLACE 5/8"" DRYWALL AS NEEDED, KITCHEN CABINETS, NEW HARDWOOD FLOORS FOR UNITS #4603, #5008, #5108. ALL WORK SAME AS EXISTING.",,,,"10 E ONTARIO ST, CHICAGO, IL",
100092499,PERMIT - EASY PERMIT PROCESS,20000,2006-01-27T00:00:00.000,2721,N,HALSTED ST,,,"COSMETIC REPAIRS TO EXISTING TAVERN: REMOVE / REPLACE BOOTHS, TABLES, DRYWALL REPAIRS AS NEEDED DUE TO WATER DAMAGE,REFINISH BAR AND FLOORS, HANG SHELVES.NO ELECTRICAL, NO PLUMBING. ALL WORK SAME AS EXISTING.",,,,"2721 N HALSTED ST, CHICAGO, IL",
100092698,PERMIT - EASY PERMIT PROCESS,50000,2006-01-30T00:00:00.000,1225,S,MILLARD AVE,,,"REMOVE / REPLACE 5/8"" DRYWALL, ELECTRICAL REPAIRS, NEW PLUMBING FIXTURES,ALLUMINUM SIDING. ALL WORK SAME AS EXISTING. ALL WORK SUBJECT TO FIELD INSPECTION.",,,,"1225 S MILLARD AVE, CHICAGO, IL",
100092707,PERMIT - EASY PERMIT PROCESS,20000,2006-02-02T00:00:00.000,2424,N,CICERO AVE,CHICAGO,IL,PATCH AND REPAIR DRYWALL CEILING AND WALLS AS NEEDED. REMOVE / REPLACE ELECTRICAL FIXTURES. NO PLUMBING WORK ON THIS PERMIT. ALL WORK SUBJECT TO FIELD INSPECTION.,,,,"2424 N CICERO AVE, CHICAGO, IL",
100092830,PERMIT - EASY PERMIT PROCESS,10,2006-03-16T00:00:00.000,5100,W,MONROE ST,CHICAGO,IL,REVISION TO PERMIT # 100085164 TO CHANGE ADDRESS FROM 5101 W. MONROE TO 5100 W. MONROE.TO COLLECT THE UNCOLLECTED STOP ORDER FEE SEE:100085164,,,,"5100 W MONROE ST, CHICAGO, IL",
100092882,PERMIT - EASY PERMIT PROCESS,5000,2006-01-30T00:00:00.000,12936,S,EXCHANGE AVE,CHICAGO,IL,"ERECT A DETACHED FRAME GARAGE, 20' X 22', WITH TWO - ONE SQ. FOOT ROOF VENTS, AND ALLEY ACCESS.",,,,"12936 S EXCHANGE AVE, CHICAGO, IL",
100093044,PERMIT - WRECKING/DEMOLITION,6900,2006-03-21T00:00:00.000,5364,N,CENTRAL AVE,CHGO,IL,DEMOLITION  OF A 1 SOTRY BRICK BUILDING,,,,"5364 N CENTRAL AVE, CHICAGO, IL",
100093063,PERMIT - EASY PERMIT PROCESS,6000,2006-01-31T00:00:00.000,5353,W,CRYSTAL ST,CHICAGO,IL,"REPAIR / REPLACE DRYWALL, NEW FLOORING, DOORS, WINDOWS, ROOF, 20 LIGHTS, 42 OUTLETS,30 SWITCHES, REMOVE / REPLACE 9 PLUMBING FIXTURES AND 2 HOT WATER HEATERS IN SAME LOCATION. ALL WORK SAME AS EXISTING.",,,,"5353 W CRYSTAL ST, CHICAGO, IL",
100093074,PERMIT - EASY PERMIT PROCESS,1000,2006-02-02T00:00:00.000,6728,S,THROOP ST,,,REMOVE / REPLACE ONE FURNACE. ALL WORK SAME AS EXISTING.,,,,"6728 S THROOP ST, CHICAGO, IL",
100093188,PERMIT - EASY PERMIT PROCESS,2000,2006-01-31T00:00:00.000,725,E,104TH PL,FREEPORT,IL,REMOVE / REPLACE EXISTING WINDOWS AND EXTERIOR DOORS. PAINTING EXTERIOR AND INTERIOR. ALL WORK SAME AS EXISTING.,,,,"725 E 104TH PL, CHICAGO, IL",
100093276,PERMIT - EASY PERMIT PROCESS,9000,2006-02-01T00:00:00.000,3553,W,BEACH AVE,CHICAGO,IL,"PATCH AND REPAIR WALLS WITH 5/8"" DRYWALL, REPLACE TWO PLUMBING FIXTURES.UPDATE ELECTRICAL  WITH NEW 200 AMP. SERVICE AND BRANCH CIRCUITS. ALL WORK SAME AS EXISTING.",,,,"3553 W BEACH AVE, CHICAGO, IL",
100093679,PERMIT - SIGNS,0,2006-02-03T00:00:00.000,3006,N,ELSTON AVE,,,FRONT OF BUILDING 386649,,,,"3006 N ELSTON AVE, CHICAGO, IL",
100093488,PERMIT - EASY PERMIT PROCESS,2000,2006-02-01T00:00:00.000,745,E,41ST ST,CHICAGO,IL,"REPAIR FLOORS, AND PATCH DRYWALL AS NEDED. ALL WORK SAME AS EXISTING. NO ELECTRICAL, NO PLUMBING WORK ON THIS PERMIT.",,,,"745 E 41ST ST, CHICAGO, IL",
100093567,PERMIT - NEW CONSTRUCTION,85000,2006-02-15T00:00:00.000,3627,W,63RD PL,CHICAGO,IL,NEW SINGLE FAMILY RESIDENCE PER PLAN.THIS IS A COND. PERMIT SUBJECT TO REVIEW ON SITE.,,,,"3627 W 63RD PL, CHICAGO, IL",
100093744,PERMIT - WRECKING/DEMOLITION,26000,2006-02-02T00:00:00.000,4058,W,26TH ST,CHGO,IL,WRECK AND RMOVE OF BUILDING DEBRIS. CITY EMERGENCY..,,,,"4058 W 26TH ST, CHICAGO, IL",
100093638,PERMIT - EASY PERMIT PROCESS,3000,2006-02-02T00:00:00.000,7304,S,PEORIA ST,CHICAGO,IL,"REMOVE / REPLACE WINDOWS, DOORS, AND ROOF SHEATING AND PAPER. ALL WORK SAME AS EXISTING.",,,,"7304 S PEORIA ST, CHICAGO, IL",
100093676,PERMIT - SIGNS,0,2006-02-03T00:00:00.000,1746,W,GRAND AVE,,,FRONT OF BUILDING 386648,,,,"1746 W GRAND AVE, CHICAGO, IL",
100093816,PERMIT - WRECKING/DEMOLITION,90000,2006-03-17T00:00:00.000,1625,E,75TH ST,ELMHURST,IL,WRECK AND REMOVE A 3 STORY BRICK COMMERCIAL / RESIDENTIAL BUILDING.,,,,"1625 E 75TH ST, CHICAGO, IL",
100093720,PERMIT - RENOVATION/ALTERATION,10000,2006-05-15T00:00:00.000,5200,W,ROOSEVELT RD,CHICAGO,IL,INSTALL 5 DIRECT FIRED MAKE UP AIR UNITS (HVAC ONLY),,,,"5200 W ROOSEVELT RD, CHICAGO, IL",
100093735,PERMIT - RENOVATION/ALTERATION,1500,2006-04-24T00:00:00.000,4110,N,ASHLAND AVE,CHICAGO,IL,DECONVERT ILLIGAL APARTMENT INTO PARTY ROOM.,,,,"4110 N ASHLAND AVE, CHICAGO, IL",
100093741,PERMIT - WRECKING/DEMOLITION,198000,2006-02-22T00:00:00.000,11500,S,MICHIGAN AVE,CHGO,IL,WRECK AND RMOVE THE FORMER ROSELAND SHOPPING PLAZA.,,,,"11500 S MICHIGAN AVE, CHICAGO, IL",
100093743,PERMIT - WRECKING/DEMOLITION,600000,2006-02-28T00:00:00.000,300,N,LA SALLE ST,CHGO,IL,WRECK AND RMOVE A FOUR STORY PARKING GARAGE.,,,,"300 N LA SALLE ST, CHICAGO, IL",
100094201,PERMIT - EASY PERMIT PROCESS,15000,2006-02-06T00:00:00.000,5800,S,BLACKSTONE AVE,,,REPAIR\REPLACE DEFECTIVE OR MISSING MEMBERS OF EXTERIOR PORCH SYSTEM.,,,,"5800 S BLACKSTONE AVE, CHICAGO, IL",
100094118,PERMIT - RENOVATION/ALTERATION,2000,2006-02-09T00:00:00.000,3264,W,WARREN BLVD,CHICAGO,IL,"TUCKPOINTING OF EXTERIOR WALL, REPAIR DAMAGED COPING  PARAPET, REPAIR LINTEL",,,,"3264 W WARREN BLVD, CHICAGO, IL",
100094459,PERMIT - NEW CONSTRUCTION,199000,2006-02-21T00:00:00.000,6805,W,64TH PL,CHICAGO,IL,NEW SINGLE FAMILY RESIDENCE WITH DETACHED GARAGE PER PLAN. THIS IS A COND. PERMITSUBJECT TO REVIEW ON SITE.,,,,"6805 W 64TH PL, CHICAGO, IL",
100094575,PERMIT - EASY PERMIT PROCESS,0,2006-02-07T00:00:00.000,7317,S,FAIRFIELD AVE,CHICAGO,IL,REPLACE 3 PLUMBING FIXTURES AND 1 HOT WATER HEATER IN SAME LOCATION AS EXISTING PLUMBING FIXTURES.,,,,"7317 S FAIRFIELD AVE, CHICAGO, IL",
